feature,coefficient_log_price,absolute_coefficient,is_zero
binary__usb_port,0.02674628878226494,0.02674628878226494,False
binary__first_owner,0.02662984702631207,0.02662984702631207,False
cat__engine_2.5l i4 16v mpfi dohc hybrid,0.026030577318131583,0.026030577318131583,False
binary__apple_car_play/android_auto,0.025759686836269773,0.025759686836269773,False
cat__interior_color_carbon black,0.02537757068029229,0.02537757068029229,False
cat__exterior_color_crystal white tri-coat,0.025359815453866875,0.025359815453866875,False
binary__bluetooth,-0.02488419899132736,0.02488419899132736,False
cat__engine_1.4l i4 16v mpfi sohc,0.024694312413265456,0.024694312413265456,False
cat__exterior_color_silver,-0.024433463808179935,0.024433463808179935,False
cat__brand_volvo,-0.023903930593723616,0.023903930593723616,False
cat__engine_2.5l i4 16v pdi dohc,-0.02280072122120222,0.02280072122120222,False
binary__backup_camera,0.021922750700079124,0.021922750700079124,False
cat__engine_2.0l,0.020854128886047596,0.020854128886047596,False
cat__exterior_color_nero,0.020593063569146728,0.020593063569146728,False
cat__transmission_5-speed automatic,0.020543343536806112,0.020543343536806112,False
cat__engine_3.3l v6 24v gdi dohc twin turbo,0.020527820068007283,0.020527820068007283,False
cat__exterior_color_brilliant black,-0.018947970017667175,0.018947970017667175,False
cat__engine_4.6l v8 32v mpfi dohc,0.018765760227528114,0.018765760227528114,False
cat__exterior_color_green,0.01873106204105704,0.01873106204105704,False
cat__engine_3.6l v6 24v gdi dohc,0.01863388584433612,0.01863388584433612,False
cat__model_sorento lx,-0.01831161608228395,0.01831161608228395,False
cat__engine_2.0l i4 16v mpfi dohc,-0.01804976891605227,0.01804976891605227,False
cat__engine_3.5l v6 24v gdi dohc,-0.01800391540617523,0.01800391540617523,False
cat__interior_color_gray,-0.017934524536061484,0.017934524536061484,False
cat__model_911 carrera s,0.017841205097518745,0.017841205097518745,False
cat__model_f-150 xlt,0.017724378119153245,0.017724378119153245,False
cat__engine_v6,0.0174452988704224,0.0174452988704224,False
cat__brand_bmw,0.017429319188801487,0.017429319188801487,False
binary__sunroof/moonroof,-0.017381240112440195,0.017381240112440195,False
cat__exterior_color_summit white,-0.017178070418411243,0.017178070418411243,False
cat__drivetrain_rear-wheel drive,-0.017112033274411544,0.017112033274411544,False
cat__model_gx 460 base,0.017042620625977636,0.017042620625977636,False
cat__interior_color_ebony,-0.0170374598852233,0.0170374598852233,False
binary__power_liftgate,0.01578204645607393,0.01578204645607393,False
cat__exterior_color_platinum white pearl,-0.015414421824177465,0.015414421824177465,False
num__engine_size,0.015121864376822128,0.015121864376822128,False
cat__model_romeo stelvio quadrifoglio,0.014843429625802023,0.014843429625802023,False
cat__exterior_color_blue,-0.01464425775535853,0.01464425775535853,False
cat__model_hardtop cooper,-0.014632444351470495,0.014632444351470495,False
binary__leather_seats,0.014247823060724536,0.014247823060724536,False
cat__exterior_color_nero puro,-0.01406851286543026,0.01406851286543026,False
cat__model_xc90 t5 momentum 7 passenger,0.01339534384552554,0.01339534384552554,False
cat__exterior_color_sonic silver metallic,0.013238408180710261,0.013238408180710261,False
cat__exterior_color_jet black mica,-0.013192940665770786,0.013192940665770786,False
cat__model_romeo stelvio ti sport,0.012943727575656455,0.012943727575656455,False
cat__engine_1.4l i4 16v mpfi sohc turbo,-0.012728949887468869,0.012728949887468869,False
binary__automatic_emergency_braking,-0.012479959985027867,0.012479959985027867,False
